Transit_Sy,Transit_Li,Station_Na,Built_Year,Lat,Lon,Station_ID,ALAND00,Geo_FIPS,Geo_HU100,TotalPop00,AreaTotal00,Aland00,PopDen00,Awater00,MedianAge00,MedianHouseholdSize00,TotalHH00,Pop15YearOver00,Single00,Married00,PctSingleOver15Yrs00,Pop25YearsOver00,LessThanHighSchool00,PctLessThanHighSchool00,HighSchoolOrMore00,PctBachelorDegreeOrMore00,BachelorDegreeOrMor00,MasterDegreeOrMore00,ProfessionDegreeOrMore00,DoctoralDegreeOrMore00,CivilianOver16InLaborForce00,Employed,Unemployed,UnemploymentRate00,TotalHHInc00,MedianHHIncome00,MedianHHIncome00In15Dollars,TotalCapitaIncome00,MedianCapitaIncome00,MedianCapitaIncomeIn15Dollars,Owner_OccupiedHU,Renter_OccupiedHU,PctOwnerOccupiedHU00,HU00,Occupied_HU00,Vac_HU00,Vacancy00,PctSingleFamilyUnit,HU_1Unit,HU_2Units,HU_3or4Uni,HU_5to9Uni,HU_10to19U,HU_20to49U,HU_50Unito,Pct50UnitsOrMore,MedianYearBuilt,MedianBuildingHistoryTill2000,MedianOwnerOccupiedHUValue,MedianOwnerOccupiedHUValueIn15Dollars,MedianGrossRent00,MedianGrossRent00In2015Dollars,WorkersOve,PctCarTW00,CarToWork,PctTranTW00,PublicTran,BikeToWork,WalkToWork,WorkAtHome,MedianTimeTW00,County,State,ALAND_12,TotalPop15,PopDen15,ALANDSQMIL,CivilianOver16InLaborForce,Employed15,Unemployed15,UnemploymentRate15,MedianMedianHHIncome15,HH15,TotalHHIncome15,MedianHHIncome15,HU15,OccupiedHU15,VacantHU15,Vacancy15,OwnerOccupiedHU15,MedianOwnerOccupiedHUValue15,PctOwnerOccupiedHU15,RenterOccupiedHU15,MedianGrossRent15,WorkersOver16,PctCartW15,CarTW,DriveAlong,CarPoolTW,PublicTran_1,PctTranTW15,BicycleTW,WalkTW,WorkAtHome_1,MedianAveCommute,TotalCommuteTime15,AverageCommuteTime,UnemploymentRateDecrease,StandardizedUnemploymentRateDecrease,PctPropertyValueIncrease,StandardizedPctPropertyValueIncrease,VacancyDecrease,StandardizedVacancyDecrease,PctPopulationDensityIncrease,StandardizedPopulationDensityIncrease,PctMedianHHIncomeIncrease,StandardizedPctMedianHHIncomeIncrease,PctTranTWIncrease,StandardizedPctTranTWIncrease,PctCarTWDecrease,StandardizedPctCarTWDecrease,TimeTWDecrease,StandardizedTimeTWDecrease,DI,TPCI,predictedvalueDI,residualsDI,predictedvalueTPCI,residualsTPCI,DICluster,TPCICluster
Miami Dade Transit,METROMOVER INNER LOOP,Government Center Station,Pre-2000,25.775864,-80.196093,137,9586763,12086003601,10986,23975,5.2530984,3.5361911,6779.893768,1.71690728,35.83838165,2.284540961,9509,19725,12838,6887,0.650849176,16677,8745,0.524374888,7932,0.129219884,2155,1049,548,97,8511,7275,1236,0.145223828,163637696,17208.71764,23825.81374,278237883,11605.33401,16067.81705,1208,8301,0.127037543,10986,9509,1477,0.134443838,0.148734753,1634,250,932,1643,1978,1957,2586,0.235390497,1964.865374,35.13462589,120562.8311,166921.651,486.5477653,673.6351121,7130,0.700280505,4993,0.212061711,1512,41,374,80,29.59649369, Miami-Dade County, Florida,6868554,35802,16214.805,2.651963638,20675,19016,1659,0.080241838,36660.5,17284,711909873,41188.95354,24655,17284,7371,0.298965727,3383,278038.3388,0.195730155,13901,1314.59895,18718,0.674431029,12624,11655,969,2914,0.155679026,224,1875,859,24.5,449541,24.01650817,0.06498199,1.043819128,0.665681697,0.844513715,-0.164521889,-3.191572154,1.391601632,1.019635313,0.728753275,2.041985118,-0.056382686,-1.343224403,0.025849476,-0.331343081,5.579985515,2.670470935,1.758381121,0.995903451,0.691695552,1.066685569,-0.113281428,1.109184879,1,3
WMATA,"Metrorail Green Line(Green), Metrorail Yellow Line(Yellow)",U STREET METRO STATION,Pre-2000,38.917015,-77.029169,49,2788647,11001005201,16583,32132,1.06156277,1.06156277,30268.58223,0,31.125999,2.014592653,14619,27727,22161,5566,0.799257042,21540,6817,0.316480966,14723,0.367038069,7906,3523,1330,464,18372,17035,1337,0.072773786,461512763,31569.37978,43708.43769,727778086,22649.63544,31358.87326,3407,11212,0.233052876,16583,14619,1964,0.118434541,0.196586866,3260,782,1181,1029,1467,2220,6663,0.401797021,1949.46222,50.53777965,181555.474,251367.1849,585.4771673,810.6048477,16747,0.308234311,5162,0.366334269,6135,441,4176,588,26.90302741, District of Columbia, District of Columbia,2788150,42912,40705.53,1.076510778,31552,29697,1855,0.058791836,81128,20181,1925136226,95393.50012,21529,20181,1348,0.062613219,6688,602619.4528,0.331400823,13493,1599.583858,29297,0.23910298,7005,6058,947,10691,0.36491791,1967,8195,1230,25,776316,26.49813974,0.01398195,0.257414728,1.397367234,2.876343701,0.055821322,1.958562857,0.344811253,-0.224635963,1.182496222,3.517864191,-0.001416359,-0.2112327,0.069131331,0.379392158,0.404887667,0.386658451,8.385549514,0.554817909,2.986353641,5.399195873,-0.545861919,1.100679828,2,2
TriMet,MAX Blue Line,Civic Drive MAX Station,Pre-2000,45.508298,-122.441819,59,9803704,41051010100,5542,13564,3.8397791,3.8047991,3564.971407,0.03498008,33.28330139,2.566547688,5211,10518,5021,5497,0.477372124,8548,1382,0.161675246,7166,0.16775854,1434,355,131,47,7091,6581,510,0.071922155,223058121,42805.24295,59264.71497,269635835,19878.78465,27522.57492,2736,2475,0.525043178,5542,5211,331,0.059725731,0.60501624,3353,277,273,255,382,335,553,0.099783472,1975.399134,24.60086611,159015.7895,220160.5408,669.64,927.1299728,6403,0.89583008,5736,0.049820397,319,24,132,130,24.74121506, Multnomah County, Oregon,9854213,20296,5098.779,3.804733072,9988,8817,1171,0.117240689,45411,8151,345580255,42397.28316,8552,8151,401,0.046889616,3229,202499.0709,0.396147712,4922,964.1011784,8720,0.809747706,7061,5905,1156,861,0.098738532,0,311,401,27,231213,26.51525229,-0.045318534,-0.656979895,-0.080220869,-1.226795779,0.012836114,0.953859232,0.43024401,-0.123085999,-0.284611709,-1.254163473,0.048918135,0.825369779,0.086082373,0.657746754,-1.774037238,-0.57491871,-2.307165913,0.908197822,-1.512839495,-0.794326418,-0.164315447,1.072513269,3,3
BART,PITTSBURG/BAY POINT TO SFIA-MILLBRAE,Rockridge BART,Pre-2000,37.84418385,-122.2527315,4,5596663,6001400200,8839,18209,2.1915765,2.1818185,8345.79045,0.00975796,38.69263002,2.109296547,8572,15886,8806,7080,0.554324563,14284,496,0.034724167,13788,0.727737328,10395,5570,2230,906,11692,11277,415,0.035494355,639527576,74606.57676,103294.2977,860507817,47257.2803,65428.64972,4600,3972,0.536630891,8839,8572,267,0.030207037,0.598144586,5287,727,1078,549,517,597,79,0.008937663,1941.72067,58.27933024,518428.8043,717775.0482,851.0460725,1178.290308,11161,0.620912105,6930,0.193083057,2155,464,596,872,28.48472359, Alameda County, California,5616535,19384,10433.3245,2.16855638,11938,11222,716,0.059976545,118832,8411,978360765,116319.1969,8802,8411,391,0.044421722,4595,982531.7954,0.546308406,3816,1467.587264,10828,0.513021795,5555,4688,867,2501,0.230975249,770,461,1429,29,308944,28.53195419,-0.02448219,-0.335690099,0.368857552,0.020257711,-0.014214685,0.321594369,0.250130178,-0.337178975,0.126095046,0.081732786,0.037892192,0.598298461,0.107890309,1.015856837,-0.047230602,0.187135007,-0.249284207,1.801290306,-0.285997663,0.036713456,0.744489598,1.056800708,3,3
BART,"FREMONT TO DALY CITY, FREMONT TO RICHMOND",Fremont BART,Pre-2000,37.55733428,-121.9763954,11,9794012,6001441800,12592,31245,3.7920648,3.6967128,8452.103718,0.09535141,32.00540246,2.516943099,12179,25479,11239,14240,0.441108364,21931,2475,0.112853951,19456,0.492453604,10800,4077,818,452,17164,16525,639,0.037229084,796083027,65365.22104,90499.45583,932821810,29855.07473,41334.94807,4170,8009,0.342392643,12592,12179,413,0.032798602,0.330050826,4156,135,715,943,1131,1477,4050,0.321632783,1980.874762,19.12523825,298083.9808,412703.2331,1237.885878,1713.877756,16220,0.841368681,13647,0.095376079,1547,223,251,345,33.59667078, Alameda County, California,9383829,31049,9210.495,3.623116788,17028,15696,1332,0.078224101,99391,11583,1106274011,95508.41846,12208,11583,625,0.051195937,3973,504651.2207,0.343002676,7610,1731.212746,12104,0.712656973,8626,7530,1096,2518,0.208030403,118,307,417,37,439624,36.32055519,-0.040995017,-0.590312642,0.222794445,-0.385347411,-0.018397335,0.223832295,0.089728109,-0.527841491,0.055347986,-0.148384522,0.112654324,2.13797045,0.128711708,1.357766898,-2.723884412,-0.994093941,-1.428053771,2.501643406,-1.544112555,0.116058784,1.498429285,1.003214121,3,1
Metro St. Louis,MetroLink(Metrolink),MAPLEWOOD METROLINK STATION,2006,38.614023,-90.331314,146,10394645,29189217300,7825,15878,3.9885468,3.9885468,3980.898507,0,35.73647815,2.14621417,7396,12949,7292,5657,0.563132288,11030,1459,0.132275612,9571,0.33961922,3746,1310,353,130,9177,8853,324,0.035305655,292643446,39567.79962,54782.40993,350046288,22045.9937,30523.1192,4705,2691,0.636154678,7825,7396,429,0.054824281,0.710670927,5561,272,284,267,657,673,105,0.01341853,1949.203323,50.79667732,94580.70138,130948.8727,487.7941286,675.3607269,8742,0.919240448,8036,0.024136353,211,0,195,267,20.23507207, St. Louis County, Missouri,10402240,15622,3934.221,4.016327489,9568,8969,599,0.062604515,51796,7141,395107274,55329.40401,7940,7141,799,0.100629723,4485,168624.3032,0.628063296,2656,837.0440512,8876,0.885308698,7858,7242,616,246,0.027715187,88,221,403,20,176782,19.91685444,-0.02729886,-0.379122243,0.287710996,-0.205079539,-0.045805442,-0.416783998,-0.01172537,-0.648434546,0.009984849,-0.295936138,0.003578834,-0.108360318,0.033931751,-0.198623317,0.318217627,0.348410262,-1.945356463,0.041426627,-2.84440953,0.899053067,-0.872610736,0.914037363,3,3
Caltrain,Caltrain,San Mateo Caltrain,Pre-2000,37.567545,-122.32464,25,3934902,6081606400,9330,21201,1.536457,1.536457,13798.62892,0,36.58844866,2.30444222,8991,17719,9957,7762,0.561939161,15474,3612,0.233423808,11862,0.31859894,4930,1486,487,174,10566,10109,457,0.04325194,488490713,54331.07697,75222.46268,688785424,32488.34602,44980.76483,3097,5894,0.344455567,9330,8991,339,0.036334405,0.311468382,2906,448,684,1139,1079,1093,1969,0.211039657,1962.964094,37.03590568,437119.2767,605200.381,1103.521038,1527.846948,9892,0.818236959,8094,0.087646583,867,94,447,291,26.55954307, San Mateo County, California,3934292,24415,16291.435,1.519038699,14306,13435,871,0.060883545,73240,9351,691225048,73919.90675,9910,9351,559,0.056407669,3014,711031.1214,0.322318469,6337,1620.233707,13053,0.73216885,9557,8088,1469,1578,0.120891749,493,766,347,25.5,342364,26.22875967,-0.017631605,-0.230056252,0.174868926,-0.518432598,-0.020073264,0.184660401,0.18065607,-0.419759632,-0.01731605,-0.384737133,0.033245166,0.502596317,0.086068109,0.657512521,0.330783393,0.353955637,-1.368325215,1.514064475,-1.07175809,-0.296567125,0.605451525,0.90861295,3,1
Metro St. Louis,MetroLink(Metrolink),SWANSEA METROLINK STATION,Pre-2000,38.536253,-89.987516,144,30003738,17163503322,7293,18110,11.829271,11.78436,1536.782651,0.0449114,36.79392601,2.531290184,6999,14203,5889,8314,0.414630712,11934,1533,0.128456511,10401,0.295290766,3524,1404,458,53,9085,8700,385,0.042377545,351823296,50267.65195,69596.56948,467080096,25791.28084,35708.54415,5097,1902,0.728246892,7293,6999,294,0.040312629,0.684766214,4994,343,255,281,334,25,0,0,1979.469766,20.53023447,109054.8754,150988.6561,583.2744479,807.5551387,9028,0.954585733,8618,0.014731945,133,15,41,200,24.21931768, St. Clair County, Illinois,25677934,18453,2085.727,9.914306166,9525,8863,662,0.069501312,70265,7205,490902709,68133.61679,7728,7205,523,0.067675983,5475,175210.0457,0.759888966,1730,1106.880925,8816,0.882146098,7777,7280,497,386,0.043784029,0,135,347,25,220924,25.05943739,-0.027123767,-0.37642237,0.160418605,-0.55855994,-0.027363355,0.014267346,0.357203635,-0.209905712,-0.021020471,-0.396786417,0.029052084,0.41624283,0.072439635,0.433718124,-0.840119708,-0.16277336,-1.527407093,0.687187594,-1.962948952,0.435541859,-0.208370124,0.895557718,3,3
GCRTA,Light Rail(Blue/Green/Waterfront Line),SHAKER SQUARE RTS,2008,41.483978,-81.591446,141,4954881,39035119401,10004,19102,1.9130734,1.9002714,10052.24833,0.01280199,34.53547796,2.092972733,9022,15011,9900,5111,0.659516355,12744,2245,0.176161331,10499,0.298258004,3801,2043,1062,366,9200,8334,866,0.094130435,274141728,30385.91532,42069.90748,395474649,20703.31112,28664.14831,3112,5910,0.344934604,10004,9022,982,0.098160736,0.322171132,3223,2260,392,789,628,1239,1483,0.148240704,1943.113854,56.88614554,116510.5398,161311.1726,548.0345178,758.7647505,8163,0.791498224,6461,0.153865001,1256,36,154,196,28.06872473, Cuyahoga County, Ohio,4952605,14308,8597.235,1.912211562,7249,6109,1140,0.157263071,26130,7594,243742581,32096.73176,9629,7594,2035,0.211340742,2426,132672.7535,0.319462734,5168,712.5756579,5981,0.763919077,4569,4109,460,790,0.132084936,97,192,289,24,146739,24.53419161,-0.063132636,-0.931667686,-0.177535249,-1.49702973,-0.113180006,-1.991545928,-0.144745064,-0.8065489,-0.237061984,-1.099499593,-0.021780065,-0.630608481,0.027579147,-0.302940003,3.534533127,1.767796273,-6.326291837,0.83424779,-2.457192279,-3.869099558,-0.049185775,0.883433565,1,3
BART,"FREMONT TO DALY CITY, FREMONT TO RICHMOND",Hayward Station BART,Pre-2000,37.67038689,-122.0880021,10,7173534,6001435400,9102,25658,2.7004589,2.7004589,9501.348086,0,30.43168602,2.837853714,8750,19698,11242,8456,0.570717839,15904,4865,0.305897887,11039,0.16153169,2569,763,238,71,11973,11012,961,0.080263927,378728285,43283.23257,59926.50116,462193110,18013.60628,24940.19817,2488,6262,0.284342857,9102,8750,352,0.038672819,0.476488684,4337,378,799,676,528,712,1664,0.182816963,1960.289826,39.71017359,203827.4116,282203.1279,868.8195465,1202.898038,10684,0.855204043,9137,0.069075253,738,51,361,218,31.27545863, Alameda County, California,7222437,27100,9067.12,2.788598634,14921,13299,1622,0.108705851,52702,9345,511163190,54699.11075,9864,9345,519,0.052615572,3157,353111.0231,0.337827715,6188,1295.767776,12833,0.774098029,9934,8594,1340,1828,0.142445258,81,306,392,32,413931,32.25520143,-0.028441924,-0.396747927,0.251265448,-0.3062858,-0.013942753,0.327950319,-0.045701734,-0.688820678,-0.087230029,-0.612144696,0.073370006,1.328938344,0.081106015,0.576029525,-0.979742804,-0.22439016,-1.676048782,1.680577709,-2.197399658,0.521350876,0.82336748,0.857210229,1,1
Miami Dade Transit,METRORAIL,DADELAND SOUTH STATION RAIL,Pre-2000,25.685274,-80.313276,130,22593996,12086007703,14243,33049,8.870513,8.853509,3732.87021,0.017003936,36.83230052,2.412220103,13630,26806,12506,14300,0.466537342,22936,2152,0.093826299,20784,0.488010115,11193,5654,2993,640,17382,16596,786,0.045219192,785139962,57603.81233,79753.63024,1139538552,34480.27329,47738.62798,7882,5748,0.578283199,14243,13630,613,0.043038686,0.490697185,6989,127,242,773,899,2086,3102,0.217791196,1969.172857,30.82714316,248877.2139,344575.4802,735.9643354,1018.957342,16229,0.849158913,13781,0.069012262,1120,69,254,846,30.58247581, Miami-Dade County, Florida,11022986,21872,4750.356,4.25599887,12344,11526,818,0.066267012,60296,9109,586729408,64412.05489,10929,9109,1820,0.166529417,4177,441405.6979,0.458557471,4932,1219.282847,11410,0.796406661,9087,8506,581,1312,0.114986854,115,257,537,30.5,343364,30.09325153,-0.02104782,-0.2827332,0.281013082,-0.223679089,-0.123490731,-2.232541006,0.27257465,-0.31050027,-0.192362094,-0.954105309,0.045974592,0.764749625,0.052752252,0.110429833,0.489224281,0.42387688,-4.003558874,1.299056338,-2.032346585,-1.971212289,0.457008537,0.842047801,3,3
WMATA,Metrorail Red Line(Red),GROSVENOR METRO STATION,Pre-2000,39.029243,-77.103838,37,9989573,24031701213,9974,19906,3.944448,3.944448,5046.587,0,40.69621722,2.059753112,9559,17014,7978,9036,0.468907958,15552,480,0.030864198,15072,0.725308642,11280,6346,2914,1382,11733,11507,226,0.019261911,788678430,82506.3741,114231.7251,952951975,47872.59997,66280.57211,6801,2758,0.711476096,9974,9559,415,0.041608181,0.5206537,5193,72,186,1083,1039,179,2214,0.221977141,1968.952376,31.04762382,212625.5698,294384.3539,1148.79913,1590.535371,11450,0.736768559,8436,0.182707424,2092,56,143,665,29.21615721, Montgomery County, Maryland,10012290,25308,6246.678,3.865766946,14959,14360,599,0.040042784,133902,11277,1358967360,120507.8798,11828,11277,551,0.046584376,6591,515504.1117,0.584463953,4686,1940.294494,14193,0.616148806,8745,8153,592,3823,0.269358134,186,298,1045,32.5,453730,31.96857606,-0.020780873,-0.278616957,0.751126053,1.081785599,-0.004976195,0.537527837,0.237802499,-0.351832317,0.054942309,-0.149704059,0.086650711,1.602444852,0.120619753,1.224888183,-2.752418853,-1.00668642,0.839160102,1.820646615,0.174170804,0.664989298,0.984323308,0.836323307,3,1
BART,PITTSBURG/BAY POINT TO SFIA-MILLBRAE,Walnut Creek BART,Pre-2000,37.90463888,-122.0680181,3,12708401,6013340002,10408,21414,4.856684,4.856684,4409.181244,0,37.35420286,2.105084612,10105,18216,9522,8694,0.522727273,15962,1063,0.066595665,14899,0.526876331,8410,2899,1038,389,13025,12530,495,0.038003839,652739770,64595.72192,89434.06891,783161846,36572.42206,50635.24979,4649,5456,0.460069273,10408,10105,303,0.029112221,0.463297463,4822,227,612,576,534,1139,2477,0.237990008,1969.68947,30.31053036,326959.4536,452681.9028,1023.007698,1416.374618,12283,0.779532687,9575,0.14108931,1733,125,282,495,31.91590002, Contra Costa County, California,11571503,20042,5657.048,4.467782476,11527,10742,785,0.06810098,81398,8758,745279935,85097.0467,9195,8758,437,0.047525829,4432,616951.7148,0.50605161,4326,1613.935737,10497,0.678860627,7126,6507,619,1776,0.169191197,57,499,925,32,328066,31.25331047,-0.030097142,-0.422270861,0.362881332,0.003662245,-0.018413608,0.22345194,0.283015528,-0.298089682,-0.048494072,-0.486149157,0.028101887,0.396674212,0.100672061,0.897325325,0.662589555,0.500384376,-0.979395515,1.794383913,-1.515156345,0.53576083,1.070356976,0.724026937,3,1
TriMet,Portland Streetcar,Central Library,2001,45.519225,-122.682471,64,6062810,41051004900,16167,22588,2.6434582,2.3597794,9572.081187,0.28367891,35.36240482,1.317683682,14536,22153,17522,4631,0.790953821,17583,2115,0.120286641,15468,0.399476767,7024,2380,924,357,14456,12582,1874,0.129634754,323489948,22254.39928,30811.6609,535597330,23711.58713,32829.16661,1410,13126,0.09700055,16167,14536,1631,0.100884518,0.031916868,516,134,311,448,1035,3721,10020,0.619781035,1960.201212,39.79878765,249554.7518,345513.5449,547.9181015,758.6035699,12364,0.396311873,4900,0.201229376,2488,340,4021,488,21.17316402, Multnomah County, Oregon,6062820,33228,16997.765,2.340867988,21197,18556,2641,0.124593103,36188,21116,910552484,43121.44743,23862,21116,2746,0.115078367,4058,371555.0271,0.192176549,17058,1003.717611,18231,0.364050244,6637,6147,490,3466,0.190115737,881,5394,1549,22.5,408505,22.40716362,0.005041651,0.119558151,0.075370366,-0.794731839,-0.014193849,0.322081372,0.775764817,0.287618594,0.399517137,0.971086427,-0.011113639,-0.410941152,0.032261629,-0.226048536,-1.233999598,-0.336595737,0.905612705,-0.973585426,2.267385594,-1.361772889,-1.660968833,0.687383407,2,2
DART,"DART RAIL ORANGE LINE(ORANGE), DART RAIL RED LINE(RED)",GALATYN PARK STATION,2002,32.985073,-96.710803,102,17875782,48113019210,5904,16217,6.909909,6.909909,2346.919475,0,38.64029722,2.785735395,5820,12655,3906,8749,0.308652706,10912,836,0.076612903,10076,0.533632698,5823,2074,561,301,8796,8533,263,0.029899955,446113639,76651.82801,106125.9889,567347873,34984.76124,48437.10163,4714,1106,0.809965636,5904,5820,84,0.014227642,0.875338753,5168,28,175,140,124,133,136,0.02303523,1973.886518,26.11348238,151337.0386,209529.1567,822.5804702,1138.879113,8426,0.925468787,7798,0.012698789,107,11,82,410,24, Dallas County, Texas,13353359,10286,2552.944,5.155760954,5736,5384,352,0.061366806,100969,4077,401431066,98462.36596,4337,4077,260,0.059949274,3063,271933.2942,0.751287712,1014,1283.38856,5311,0.862926003,4583,4338,245,128,0.024100923,5,63,516,23,124244,23.39371117,-0.031466852,-0.443391355,0.297830328,-0.176978993,-0.045721631,-0.414825078,0.087785085,-0.530151074,-0.0722125,-0.563297532,0.011402133,0.052754869,0.062542784,0.271201045,0.606288834,0.475538413,-2.128644032,0.799494328,-0.901263026,-1.227381006,0.132246683,0.667247645,3,3
TriMet,"MAX Blue Line, MAX Red Line",Kings Hill/SW Salmon St MAX Station,Pre-2000,45.520501,-122.691103,62,9312281,41051004601,18641,26867,3.637113,3.637113,7386.902744,0,35.08304612,1.460052956,17373,25408,19132,6276,0.752991184,20456,1523,0.074452483,18933,0.536712945,10979,4199,1662,568,17472,16270,1202,0.068795788,548330873,31562.24446,43698.5587,843346819,31389.69066,43459.65451,3143,14230,0.180912911,18641,17373,1268,0.068022102,0.135990558,2535,339,755,939,1973,4544,7542,0.404592028,1947.050641,52.94935894,384375.4375,532175.4807,543.6211525,752.6543581,15956,0.474178992,7566,0.18143645,2895,475,4127,735,20.50094009, Multnomah County, Oregon,9752545,34938,16838.04,3.765478836,22425,20295,2130,0.094983278,40582,20719,1074029842,51837.91892,22730,20719,2011,0.088473383,4948,538375.768,0.238814615,15771,970.7412973,19950,0.434686717,8672,7967,705,3459,0.173383459,1257,4636,1813,21,433176,21.71308271,-0.02618749,-0.361985278,0.011650832,-0.971675692,-0.020451281,0.175824907,1.2794452,0.886320153,0.186261526,0.277434888,-0.008052992,-0.347909341,0.039492275,-0.107313441,-1.212142622,-0.326950077,0.005918978,-0.782172859,0.593899102,-0.587980124,-1.393251766,0.611078907,2,2
GCRTA,"Heavy Rail(Red Line), Light Rail(Blue/Green/Waterfront Line)",TOWER CITY RAIL,2008,41.497234,-81.694107,140,4105609,39035107100,2220,4282,2.0746599,1.59816,2679.331231,0.47649986,31.65070061,1.435942426,1459,4158,3127,1031,0.752044252,3123,360,0.115273775,2763,0.32660903,1020,342,146,46,1557,1423,134,0.086062942,48680109,33365.39342,46195.0545,103469351,24163.79052,33455.25125,148,1311,0.101439342,2220,1459,761,0.342792793,0.067567568,150,133,190,49,44,307,1362,0.613513514,1939,61,96247.97297,133257.2435,706.6887872,978.4247596,1425,0.642807018,916,0.054035088,77,16,381,22,17.08982456, Cuyahoga County, Ohio,7832161,8144,2776.789,3.024014397,4491,4210,281,0.062569584,45033,3614,186390599,51574.59851,4151,3614,537,0.129366418,249,214627.7108,0.068898727,3365,1039.158692,4178,0.611775969,2556,2318,238,328,0.078506462,34,1102,149,21,86224,20.63762566,0.023493358,0.404077608,0.610626973,0.69163132,0.213426375,5.642303763,0.036373916,-0.591261151,0.116452812,0.050369718,0.024471375,0.321906438,0.031031048,-0.246256016,-3.547801097,-1.357695029,6.197121258,-1.282044607,3.055888583,3.141232675,-1.874108943,0.592064336,2,2
MTS,Green Line,Hazard Center Station,2005,32.77036333,-117.1577619,87,18586656,6073008902,13333,28851,7.4467997,7.3382077,3931.613983,0.1085924,33.91115386,2.200481956,12636,24713,14316,10397,0.579290252,20134,2804,0.139266912,17330,0.362223105,7293,2364,884,232,16195,15395,800,0.049397962,561111304,44405.76955,61480.67605,721517721,25008.41291,34624.64785,5517,7119,0.436609687,13333,12636,697,0.052276307,0.396984925,5293,337,896,1474,1191,797,3284,0.246306158,1972.138228,27.86177154,185483.9949,256806.3007,879.758393,1218.04309,15344,0.900026069,13810,0.030891554,474,69,289,589,20.18854275, San Diego County, California,18575984,35817,4891.547,7.172227825,20380,18801,1579,0.07747792,66491,15064,975437930,64752.91622,16697,15064,1633,0.097802,5496,387742.4491,0.364843335,9568,1667.94398,19340,0.846742503,16376,14906,1470,891,0.046070321,65,293,1224,20,411713,21.28815926,-0.028079957,-0.39116652,0.509863458,0.411819403,-0.045525693,-0.410245373,0.244157494,-0.344278428,0.053223881,-0.15529355,0.015178767,0.130531907,0.053283566,0.119154588,-1.099616503,-0.277291392,-0.889164467,-0.027604897,-1.307168183,0.418003716,-0.59990517,0.572300273,3,2
TriMet,"MAX Green Line, MAX Blue Line, MAX Red Line",NE 60th Ave MAX Station,Pre-2000,45.528764,-122.602703,61,8634722,41051001701,11279,24245,3.3283266,3.3283266,7284.441377,0,36.26536193,2.207278962,10790,20378,11958,8420,0.586809304,17335,2193,0.126507067,15142,0.319757716,5543,1707,499,137,14228,13288,940,0.06606691,422171245,39126.15802,54170.9483,534030673,22026.42495,30496.02588,5739,5051,0.531881372,11279,10790,489,0.043354907,0.630286373,7109,815,685,569,843,622,650,0.057629222,1944.81071,55.18928983,156082.9587,216099.978,593.2415363,821.3547719,13095,0.774264987,10139,0.132875143,1740,185,422,495,22.660252, Multnomah County, Oregon,8634725,25860,8540.7285,3.333886103,16524,15100,1424,0.086177681,55432,11918,661725986,55523.24098,12297,11918,379,0.030820525,6299,321571.5034,0.528528277,5619,924.2105357,14746,0.665129527,9808,8433,1375,2073,0.140580496,1226,317,1128,24,371713,25.20771735,-0.020110771,-0.268284196,0.488068191,0.351295758,0.012534382,0.946806771,0.172461697,-0.429499903,0.02496343,-0.247215657,0.007705353,-0.023377637,0.10913546,1.036303569,-2.547465342,-0.91623878,0.353102773,0.096687151,-2.032737403,2.385840176,-0.474821642,0.571508793,1,3
TriMet,"MAX Blue Line, MAX Red Line",Goose Hollow/SW Jefferson St MAX Station,Pre-2000,45.518252,-122.693836,63,11315553,41051004601,16479,25039,4.4075167,4.4075167,5680.976773,0,36.42998123,1.586809772,15350,23086,15779,7307,0.683487828,19456,1045,0.053710938,18411,0.608038651,11830,5054,2250,756,16245,15332,913,0.056201908,615576397,40102.69687,55522.98587,972161215,38825.88023,53755.20769,4223,11127,0.275114007,16479,15350,1129,0.068511439,0.239152861,3941,382,791,987,1961,3889,4498,0.272953456,1946.266096,53.73390376,394382.0033,546029.7712,571.5858722,791.3720718,15072,0.550225584,8293,0.150079618,2262,459,3105,814,20.07630042, Multnomah County, Oregon,11315552,29307,16838.04,4.368959238,18794,17487,1307,0.069543471,57062.5,17015,1060331777,62317.47147,18423,17015,1408,0.076426206,5440,602208.3088,0.319717896,11575,944.0752484,17206,0.50081367,8617,7981,636,2520,0.146460537,1177,3360,1395,21,371856,21.61199582,-0.013341563,-0.163905166,0.102885485,-0.718324638,-0.007914768,0.468843867,1.963933963,1.699940267,0.122372482,0.069624489,-0.003619081,-0.256596158,0.049411914,0.055577841,-1.535695391,-0.469736528,1.356178819,-0.670754845,0.297210098,1.058968721,-1.179299603,0.508544758,2,2
