Transit_Sy,Transit_Li,Station_Na,Built_Year,Lat,Lon,Station_ID,ALAND00,Geo_FIPS,Geo_HU100,TotalPop00,AreaTotal00,Aland00,PopDen00,Awater00,MedianAge00,MedianHouseholdSize00,TotalHH00,Pop15YearOver00,Single00,Married00,PctSingleOver15Yrs00,Pop25YearsOver00,LessThanHighSchool00,PctLessThanHighSchool00,HighSchoolOrMore00,PctBachelorDegreeOrMore00,BachelorDegreeOrMor00,MasterDegreeOrMore00,ProfessionDegreeOrMore00,DoctoralDegreeOrMore00,CivilianOver16InLaborForce00,Employed,Unemployed,UnemploymentRate00,TotalHHInc00,MedianHHIncome00,MedianHHIncome00In15Dollars,TotalCapitaIncome00,MedianCapitaIncome00,MedianCapitaIncomeIn15Dollars,Owner_OccupiedHU,Renter_OccupiedHU,PctOwnerOccupiedHU00,HU00,Occupied_HU00,Vac_HU00,Vacancy00,PctSingleFamilyUnit,HU_1Unit,HU_2Units,HU_3or4Uni,HU_5to9Uni,HU_10to19U,HU_20to49U,HU_50Unito,Pct50UnitsOrMore,MedianYearBuilt,MedianBuildingHistoryTill2000,MedianOwnerOccupiedHUValue,MedianOwnerOccupiedHUValueIn15Dollars,MedianGrossRent00,MedianGrossRent00In2015Dollars,WorkersOve,PctCarTW00,CarToWork,PctTranTW00,PublicTran,BikeToWork,WalkToWork,WorkAtHome,MedianTimeTW00,County,State,ALAND_12,TotalPop15,PopDen15,ALANDSQMIL,CivilianOver16InLaborForce,Employed15,Unemployed15,UnemploymentRate15,MedianMedianHHIncome15,HH15,TotalHHIncome15,MedianHHIncome15,HU15,OccupiedHU15,VacantHU15,Vacancy15,OwnerOccupiedHU15,MedianOwnerOccupiedHUValue15,PctOwnerOccupiedHU15,RenterOccupiedHU15,MedianGrossRent15,WorkersOver16,PctCartW15,CarTW,DriveAlong,CarPoolTW,PublicTran_1,PctTranTW15,BicycleTW,WalkTW,WorkAtHome_1,MedianAveCommute,TotalCommuteTime15,AverageCommuteTime,UnemploymentRateDecrease,StandardizedUnemploymentRateDecrease,PctPropertyValueIncrease,StandardizedPctPropertyValueIncrease,VacancyDecrease,StandardizedVacancyDecrease,PctPopulationDensityIncrease,StandardizedPopulationDensityIncrease,PctMedianHHIncomeIncrease,StandardizedPctMedianHHIncomeIncrease,PctTranTWIncrease,StandardizedPctTranTWIncrease,PctCarTWDecrease,StandardizedPctCarTWDecrease,TimeTWDecrease,StandardizedTimeTWDecrease,DI,TPCI,predictedvalueDI,residualsDI,predictedvalueTPCI,residualsTPCI,DICluster,TPCICluster
Caltrain,Caltrain,Redwood City Caltrain,Pre-2000,37.485412,-122.231957,24,6761438,6081610900,8818,25136,2.5732271,2.5657131,9796.886487,0.007513934,31.59504694,2.781750377,8621,20050,10983,9067,0.547780549,16130,4138,0.256540608,11992,0.234283943,3779,1280,539,175,13360,12875,485,0.036302395,446251475,51763.30762,71667.33467,594948425,23669.17668,32770.4485,2533,6088,0.293817423,8818,8621,197,0.022340667,0.402472216,3549,499,799,1218,1044,735,935,0.106033114,1957.372533,42.62746655,449065.8902,621740.7064,970.521025,1343.705769,12520,0.798083067,9992,0.078115016,978,409,666,303,22.3534345, San Mateo County, California,6740980,26510,11664.205,2.602707041,14595,13830,765,0.052415211,55893,9004,565207311,62772.91326,9423,9004,419,0.044465669,2679,761569.1676,0.297534429,6325,1458.750198,13586,0.790961284,10746,9211,1535,1124,0.082732224,335,808,474,23,317751,23.38812012,-0.016112815,-0.206636998,0.224898354,-0.379505031,-0.022125002,0.136704624,0.190603261,-0.407935866,-0.124107049,-0.732093718,0.004617208,-0.086975745,0.007121783,-0.638872208,-1.034685619,-0.248636868,-1.589466989,-0.974484821,-0.78923276,-0.800234229,0.046876613,-1.021361434,3,1
BART,PITTSBURG/BAY POINT TO SFIA-MILLBRAE,Concord BART,Pre-2000,37.97201583,-122.0298613,1,14553810,6013331000,12814,33153,5.6276294,5.6276294,5891.112873,0,36.32565379,2.599920274,12543,26656,13188,13468,0.494747899,22406,3634,0.162188699,18772,0.232080693,5200,1447,478,99,17210,16364,846,0.049157467,679741677,54192.91055,75031.16851,813501493,24537.79426,33973.0669,7217,5326,0.57538069,12814,12543,271,0.021148744,0.627360699,8039,195,602,429,668,709,1477,0.115264554,1966.160293,33.83970657,225351.5588,312003.7402,890.8755163,1233.43497,16056,0.826046338,13263,0.104073244,1671,190,315,436,31.23212506, Contra Costa County, California,14555694,35752,6329.628,5.619985112,19273,17209,2064,0.107092824,68396,12999,834104284,64166.80391,13544,12999,545,0.04023922,6673,383833.8528,0.513347181,6326,1371.445779,16748,0.797946023,13364,11507,1857,1846,0.110222116,104,453,731,31,520565,31.08221877,-0.057935358,-0.851527304,0.23022196,-0.364721818,-0.019090477,0.207631321,0.074436721,-0.546017656,-0.14479802,-0.799394755,0.006148872,-0.055432232,0.028100314,-0.29438186,0.14990629,0.27413311,-2.354030211,-0.075680982,-2.169857566,-0.184172645,0.967255308,-1.04293629,3,1
BART,"PITTSBURG/BAY POINT TO SFIA-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO DALY CITY",Embarcadero BART,Pre-2000,37.79302244,-122.3968132,12,3252126,6075011700,9684,14944,1.59646764,1.27283444,11740.72568,0.32363319,40.78372591,1.627703815,8623,13948,9195,4753,0.659234299,12585,2527,0.200794597,10058,0.504410012,6348,2504,824,218,9501,9023,478,0.050310494,478720316,55516.67819,76863.95128,787632297,52705.58733,72971.93976,1492,7131,0.173025629,9684,8623,1061,0.109562164,0.024266832,235,136,553,738,439,1704,5865,0.605638166,1964.864829,35.13517142,486468.8512,673525.8539,1166.562333,1615.128882,8844,0.298620534,2641,0.213478064,1888,81,3675,424,23.78493894, San Francisco County, California,3334838,24866,19375.25,1.287588205,15342,14230,1112,0.072480772,34914,13691,1212761292,88580.91389,16401,13691,2710,0.165233827,3463,728843.6119,0.252939888,10228,1692.103735,13811,0.261313446,3609,3103,506,3262,0.236188545,214,5840,644,26,381027,27.58866121,-0.022170278,-0.300041146,0.082131603,-0.775956444,-0.055671663,-0.647389561,0.650260003,0.138436829,0.152437683,0.167416864,0.022710481,0.28564211,0.037307088,-0.143196603,-3.80372227,-1.470635111,-1.417533458,-1.328189603,4.817104528,-6.234637986,-0.275230826,-1.052958777,2,2
MARTA,"BLUE-East/West Line(BLUE), GREEN-Proctor Creek Line(GREEN)",GEORGIA STATE STATION,Pre-2000,33.749866,-84.385404,78,6398533,13121002700,6417,15111,2.505247,2.505247,6031.740583,0,31.05113493,2.067878533,5944,11925,9388,2537,0.787253669,9361,3586,0.383078731,5775,0.203076594,1901,684,256,52,6133,4977,1156,0.188488505,135645402,22820.55888,31595.52018,201675105,13346.24479,18478.14283,1131,4813,0.190275908,6417,5944,473,0.073710457,0.158485273,1017,167,424,1195,923,550,2188,0.3409693,1957.836684,42.16331619,163725.7294,226681.5469,356.3748182,493.4080633,4759,0.627862996,2988,0.242908174,1156,12,440,129,29.59172095, Fulton County, Georgia,7450926,16635,6142.0585,2.876818734,8471,6968,1503,0.177428875,25072.5,6490,209315800,32252.04931,7673,6490,1183,0.154176984,1561,170495.2594,0.240523883,4929,847.8078718,6869,0.69034794,4742,4347,395,761,0.110787596,83,709,518,24.5,158121,23.01950793,0.01105963,0.212353472,-0.247864408,-1.692327968,-0.080466528,-1.226925915,0.018289566,-0.612757181,0.020779184,-0.260825657,-0.132120578,-2.902991462,-0.062484944,-1.781890545,6.572213016,3.108348946,-3.580483247,-1.576533061,0.380450817,-3.960934064,-0.50894084,-1.067592221,1,3
DART,"DART RAIL ORANGE LINE(ORANGE), DART RAIL RED LINE(RED)",DOWNTOWN PLANO STATION,2002,33.021621,-96.700707,103,13222962,48085032003,3145,9333,5.0910001,5.0910001,1833.235085,0,29.32633665,3.036434467,3029,7387,3721,3666,0.503722756,5626,2469,0.438855315,3157,0.127799502,719,279,88,40,5120,4870,250,0.048828125,112100114,37008.95147,51239.63349,143243838,15348.10222,21249.75448,1067,1962,0.352261472,3145,3029,116,0.036883943,0.477265501,1501,40,467,292,113,183,549,0.174562798,1972.217806,27.78219396,76787.53515,106313.8782,696.6534149,964.530586,4788,0.854010025,4089,0.012949039,62,69,419,55,22.76190476, Collin County, Texas,13230784,10581,3758.1465,5.108434479,6127,5734,393,0.064142321,44232,3783,166216219,43937.67354,4095,3783,312,0.076190476,1258,113135.2146,0.332540312,2525,980.9306931,5666,0.89039887,5045,3890,1155,93,0.016413696,39,253,106,23.5,133050,23.48217437,-0.015314196,-0.194322537,0.064162239,-0.825855875,-0.039306533,-0.264883446,1.050007951,0.613598714,-0.142506092,-0.791939857,0.003464656,-0.110711717,-0.036388845,-1.353364165,-0.720269612,-0.109882545,-1.463403001,-1.573958427,-0.52513956,-0.938263441,-0.480950151,-1.093008276,1,3
BART,"RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND",Richmond BART,Pre-2000,37.93716991,-122.3534001,16,8580293,6013381000,12553,39415,3.319664,3.319664,11873.18958,0,28.60191551,3.244067301,11976,28061,16417,11644,0.585046862,21910,8332,0.380282976,13578,0.09201278,2016,603,250,83,15316,13493,1823,0.119025855,389305945,32507.17644,45006.83592,511379086,12974.22519,17963.07426,5509,6467,0.46000334,12553,11976,577,0.045965108,0.613558512,7702,852,2033,633,343,296,561,0.044690512,1954.596989,45.40301123,124945.8341,172990.0062,629.2143188,871.1598087,12972,0.771122418,10003,0.162349676,2106,41,361,238,33.85661425, Contra Costa County, California,8591328,39472,12116.8,3.317130427,17760,15637,2123,0.119538288,43015,11937,474031278,39711.08972,13216,11937,1279,0.096776634,4567,169974.3814,0.382591941,7370,1056.06038,15200,0.774144737,11767,7747,4020,2478,0.163026316,161,484,168,32,493614,32.47460526,-0.000512433,0.033915942,-0.017432364,-1.052437314,-0.050811526,-0.533792422,0.02051769,-0.610108713,-0.117665374,-0.711141034,0.00067664,-0.168128907,-0.003022319,-0.805449433,1.382008983,0.817869981,-2.87356354,-0.155708359,-1.973588825,-0.899974715,0.957435191,-1.11314355,1,3
VTA,OHLONE/CHYNOWETH - ALMADEN     (900),ALMADEN STATION,Pre-2000,37.24522937,-121.8701639,28,47770181,6085511911,12948,35007,19.0003655,18.3828601,1904.328261,0.617514849,34.91416574,2.761348962,12669,27428,11782,15646,0.429561033,23251,2508,0.107866328,20743,0.407638381,9478,3290,1068,468,18763,18236,527,0.028087193,990554250,78187.2484,108251.8092,1231798437,35187.20362,48717.38715,7901,4768,0.623648275,12948,12669,279,0.021547729,0.623107816,8068,162,1431,458,712,575,1167,0.09012975,1976.320436,23.67956441,452301.3416,626220.2535,1248.10906,1728.031956,17945,0.902814154,16201,0.028754528,516,101,307,697,30.03605461, Santa Clara County, California,43722034,23404,6721.386,16.88117281,11605,10825,780,0.067212408,83561,8334,801497661,96172.02556,8602,8334,268,0.031155545,4833,775944.0306,0.579913607,3501,1685.554984,10625,0.863717647,9177,8192,985,461,0.043388235,63,118,670,31,316311,29.77044706,-0.039125216,-0.561480893,0.23909124,-0.340092563,-0.009607816,0.429271841,2.529531194,2.372239519,-0.111589669,-0.691378731,0.014633708,0.119306805,0.039096507,-0.113812385,0.265607552,0.325193012,1.208559173,0.330687432,-1.172298139,2.380857312,1.469470279,-1.138782847,3,1
NJ TRANSIT RAIL,"Northeast Corridor, North Jersey Coast Line",RAHWAY,Pre-2000,40.606338,-74.276692,129,8597244,34039035700,9041,22972,3.4452663,3.4099649,6736.726234,0.03530132,36.28456382,2.620315947,8704,18199,9254,8945,0.508489477,15535,3006,0.193498552,12529,0.179336981,2786,801,252,65,11745,10890,855,0.072796935,417732032,47993.11029,66447.42106,498184861,21686.61244,30025.54866,5002,3702,0.574678309,9041,8704,337,0.037274638,0.55535892,5021,1537,536,427,461,555,499,0.05519301,1952.360137,47.63986285,139654.4382,193354.3628,732.493517,1014.151924,10543,0.834487338,8798,0.097315755,1026,66,386,202,27.96139619, Union County, New Jersey,8611320,24792,7022.272,3.324849382,13958,12347,1611,0.115417682,57208,9485,536682056,56582.1883,10575,9485,1090,0.103073286,4989,261053.3975,0.525988403,4496,1255.573843,12239,0.794999591,9730,8534,1196,1440,0.117656671,77,451,267,31,372068,30.40019609,-0.042620747,-0.615380873,0.350129336,-0.03174899,-0.065798648,-0.884090035,0.042386429,-0.584114355,-0.148466752,-0.811327954,0.020340917,0.236842647,0.039487746,-0.107387818,-2.438799907,-0.868283846,-2.926662207,-0.738829017,-2.166638869,-0.760023338,0.404136801,-1.142965818,1,3
Miami Dade Transit,METRORAIL,DOUGLAS ROAD STATION RAIL,Pre-2000,25.732704,-80.254829,135,7987840,12086007400,9933,21966,3.0931661,3.0741231,7145.452308,0.01904256,37.01932077,2.408883394,9099,18330,10429,7901,0.568957992,15645,3591,0.229530201,12054,0.364333653,5700,2828,1440,345,11079,10372,707,0.063814424,437857008,48121.4428,66625.09998,606021040,27589.04853,38197.58947,4355,4744,0.478624025,9933,9099,834,0.083962549,0.623879996,6197,1074,327,341,472,650,858,0.086378738,1961.896104,38.1038961,212343.1458,293993.3322,727.2980607,1006.958711,10254,0.820167739,8410,0.080066316,821,162,413,315,24.20645602, Miami-Dade County, Florida,7074905,20404,9901.867,2.731636207,10769,9661,1108,0.102887919,34820,7227,456980936,63232.45275,8505,7227,1278,0.15026455,3594,464382.5821,0.497301785,3633,1229.15662,9525,0.834645669,7950,7370,580,793,0.083254593,21,171,543,25.5,240718,25.27223097,-0.039073495,-0.560683384,0.579568416,0.605384284,-0.066302001,-0.895855023,0.385757902,-0.175964576,-0.050921458,-0.494044658,0.003188278,-0.11640354,-0.01447793,-0.993563047,-1.065774954,-0.262356843,-1.521163357,-1.37232343,-0.444625679,-1.076537678,-0.108990536,-1.263332894,3,3
Metra,Burlington Northern(BNSF),LaGrange Road Metra,Pre-2000,41.8158333,-87.8711111,111,13117233,17031818900,8418,22192,5.0596876,5.0596876,4386.041541,0,39.05792628,2.606054298,8214,17063,6540,10523,0.383285471,15124,1007,0.066582915,14117,0.539209204,8155,3033,844,164,10735,10297,438,0.040801118,619126167,75374.50292,104357.5068,763415039,34400.46138,47628.12679,6446,1768,0.784757731,8418,8214,204,0.024233785,0.73663578,6201,485,254,427,409,226,416,0.049417914,1947.683416,52.31658351,246547.7505,341350.2916,911.60181,1262.130938,10163,0.757453508,7698,0.160090524,1627,34,285,499,30.29715635, Cook County, Illinois,13131356,22154,6372.558,5.070045112,10665,10036,629,0.058977965,112264,7925,830860182,104840.4015,8397,7925,472,0.056210551,6099,424664.0105,0.769589905,1826,1224.831325,9783,0.707962793,6926,6570,356,1694,0.173157518,40,279,777,32,310077,31.69549218,-0.018176847,-0.238463715,0.244071035,-0.326264087,-0.031976767,-0.09356304,0.452917839,-0.096134667,0.004627312,-0.313362473,0.013066994,0.087041467,0.049490715,0.05687184,-1.398335829,-0.409118644,-1.067787982,-0.265205337,-1.32944147,0.261653488,0.998565299,-1.263770636,3,1
MARTA,RED-North South North Springs Line(RED),MEDICAL CENTER STATION,Pre-2000,33.912296,-84.351237,83,29230415,13121010101,15348,28401,11.392733,11.327412,2507.280569,0.06532116,35.01873878,2.074543352,13402,24773,12955,11818,0.522948371,21217,1311,0.061790074,19906,0.639817128,13575,4435,1510,310,18225,17901,324,0.017777778,890234799,66425.5185,91967.45888,1187959862,41828.09979,57911.84071,6394,7008,0.477092971,15348,13402,1946,0.126791764,0.430414386,6606,99,259,1117,2264,1643,3343,0.217813396,1982.090696,17.90930414,270352.7995,374308.858,978.293379,1354.466749,17592,0.838847203,14757,0.076000455,1337,0,288,1074,21.56008413, Fulton County, Georgia,21519666,27822,2662.41,8.308789848,16122,15291,831,0.051544473,94472,12035,968007581,80432.70303,13533,12035,1498,0.110692382,5446,375300.7712,0.452513502,6589,1194.37942,15230,0.824162837,12552,11656,896,1283,0.084241628,10,254,990,25,369383,24.25364412,-0.033766696,-0.478854219,0.002649986,-0.996670295,0.016099383,1.030132394,0.061871588,-0.560953248,-0.125422144,-0.736371296,0.008241174,-0.012342804,0.014684367,-0.514686345,-2.693559994,-0.98071153,-1.742716663,-1.50774068,1.075723636,-2.818440299,-0.220564665,-1.287176015,3,1
MBTA,"Silver Line, Silver Line SL1(SL1), Silver Line SL2(SL2)",World Trade Center Station,2004,42.348347,-71.042572,150,4573191,25025061200,3574,6632,2.7739735,1.8171899,3649.591053,0.95678396,34.32038601,1.985529376,3268,5756,3806,1950,0.661223072,4932,778,0.157745337,4154,0.314274128,1550,554,194,48,4003,3801,202,0.050462153,153735390,47042.653,65131.49393,186568838,28131.61007,38948.77678,1157,2111,0.354039168,3574,3268,306,0.085618355,0.156966984,561,504,1670,267,145,251,146,0.040850588,1939,61,191542.5238,265194.455,792.0274751,1096.57788,3769,0.488458477,1841,0.370655346,1397,23,431,44,24.23348368, Suffolk County, Massachusetts,4791668,6413,5009.916,1.850073437,5085,4910,175,0.034414946,102174,3447,367134172,106508.318,3750,3447,303,0.0808,1516,434596.3061,0.439802727,1931,2324.302952,5070,0.441420118,2238,1977,261,1650,0.325443787,54,903,177,26,127062,25.06153846,0.016047207,0.289260334,0.638783534,0.76981975,0.004818355,0.766458206,0.372733528,-0.191446048,0.63528136,1.737951203,-0.045211559,-1.113163144,0.047038359,0.016601472,-0.828054779,-0.15744901,3.372043446,-1.254010681,1.017917729,2.354125717,0.079191478,-1.333202159,2,3
Metrolink,"Riverside Line, San Bernardino Line, Ventura County Line, 91 Line, Antelope Valley Line, Burbank-Bob Hope Airport, Orange County Line",L. A. Union Station Metrolink Station,Pre-2000,34.05428853,-118.2343011,99,7491547,6037207100,6070,28995,2.9620924,2.8926667,10023.62284,0.06942581,36.37626832,2.539089943,5648,25793,15663,10130,0.607257783,21645,10891,0.503164703,10754,0.058720259,1271,242,57,41,6473,4993,1480,0.228642052,92839987,16437.67475,22758.28945,437159738,15077.07322,20874.50941,434,5214,0.07684136,6070,5648,422,0.069522241,0.126688633,769,233,328,829,1029,963,1917,0.315815486,1967.146458,32.85354201,148979.4931,206265.0878,440.3924051,609.7320927,4898,0.545937117,2674,0.195794202,959,0,1051,178,28.7639853, Los Angeles County, California,11627032,30906,13861.57,4.489222343,11059,10082,977,0.088344335,20417,9336,329881272,35334.32648,10144,9336,808,0.079652997,1532,404133.0215,0.164095973,7804,963.9211943,9794,0.600673882,5883,5024,859,1705,0.174086175,65,1064,722,27,274845,28.06258934,0.140297717,2.205163696,0.959289504,1.659838219,-0.010130756,0.417049027,0.382890221,-0.179373257,0.552591488,1.468987791,-0.021708027,-0.6291249,-0.054736765,-1.654657003,0.70139596,0.517509956,5.571665476,-1.766271947,2.060596442,3.511069034,-0.4248708,-1.341401147,1,3
BART,"PITTSBURG/BAY POINT TO SFIA-MILLBRAE, RICHMOND TO DALY CITY-MILLBRAE",Colma BART,Pre-2000,37.68458089,-122.4673692,15,11311123,6081601601,7065,22809,4.3923121,4.3923121,5192.936996,0,36.03425402,3.237109386,6957,18361,8763,9598,0.477261587,15279,2824,0.18482885,12455,0.26441521,4040,893,324,54,11433,10987,446,0.039009884,400910157,57626.87322,79785.55851,485577885,21288.87216,29474.86928,3795,3162,0.545493747,7065,6957,108,0.015286624,0.55329087,3909,285,679,350,345,478,476,0.067374381,1961.867657,38.13234253,286137.7602,396163.4518,981.1508539,1358.42298,10652,0.785955689,8372,0.164288397,1750,18,203,161,29.1315246, San Mateo County, California,12564451,28459,8992.055,4.851161859,16540,15035,1505,0.090991536,70282,8719,617179286,70785.55866,9020,8719,301,0.033370288,4324,479080.7123,0.495928432,4395,1547.847327,14783,0.786376243,11625,9569,2056,2286,0.154637083,85,240,324,29,415455,28.10356491,-0.051981652,-0.759723057,0.209300631,-0.422818611,-0.018083664,0.231163797,0.731593318,0.235113976,-0.112802367,-0.695323244,-0.009651313,-0.380825622,-0.000420554,-0.762725609,1.027959691,0.661625168,-1.411587138,-0.481926063,-1.521753346,0.110166208,0.946069993,-1.427996056,3,1
WMATA,Metrorail Red Line(Red),BETHESDA METRO STATION,Pre-2000,38.98132,-77.098603,36,8472248,24031704801,10581,20237,3.2853789,3.2853789,6159.715703,0,41.6798735,1.998687859,10098,17190,8396,8794,0.488423502,15639,468,0.029925187,15171,0.807212737,12624,7471,3965,1460,11733,11480,253,0.021563113,926295462,91730.58645,127002.8316,1294697317,63976.74146,88577.07809,4863,5235,0.481580511,10581,10098,483,0.045647859,0.393441074,4163,8,162,408,145,673,5004,0.472923164,1960.392401,39.60759853,443556.2821,614112.5437,1084.580707,1501.62368,11412,0.600683491,6855,0.222134595,2535,119,900,943,28.10830705, Montgomery County, Maryland,8275434,21033,12876.85,3.195163067,12634,12164,470,0.037201203,104556,9802,1349939662,137720.8388,10509,9802,707,0.067275668,4742,975390.7001,0.483778821,5060,1959.499209,12170,0.573377157,6978,6332,646,2484,0.204108463,241,1159,1238,29,354723,29.1473295,-0.015638091,-0.19931689,0.588293074,0.629611937,-0.021627809,0.14832564,1.090494208,0.661722854,0.084391876,-0.053914139,-0.018026132,-0.553298943,0.027306334,-0.307419882,-1.039022454,-0.250550749,1.186429402,-1.111269573,1.826784463,-0.640355061,0.326816626,-1.438086199,3,1
Metra,Union Pacific Northwest(UP-NW),Arlington Heights Metra,Pre-2000,42.0841667,-87.9836111,107,14301735,17031802900,11020,26904,5.4720323,5.4720323,4916.637645,0,39.72865001,2.508854626,10669,21208,7508,13700,0.354017352,18864,1098,0.058206107,17766,0.486270144,9173,3218,719,105,13637,13371,266,0.019505756,762470712,71465.99606,98946.10087,944698098,35113.66704,48615.57429,8442,2227,0.791264411,11020,10669,351,0.03185118,0.732486388,8072,48,197,558,301,584,1251,0.113520871,1962.510345,37.48965517,228096.9202,315804.7479,1065.319264,1474.955827,13212,0.822358462,10865,0.115198305,1522,5,166,577,29.7527248, Cook County, Illinois,14301735,27575,5139.54,5.521930989,14661,13851,810,0.055248619,102725,10521,989694607,94068.49225,11025,10521,504,0.045714286,8238,349203.8359,0.783005418,2283,1366.21463,13445,0.79412421,10677,10163,514,1392,0.103532912,103,223,944,29,397101,29.53521755,-0.035742862,-0.509326082,0.105758663,-0.710346059,-0.013863106,0.329811917,0.04533634,-0.580607932,-0.049295612,-0.488756307,-0.011665393,-0.422304127,0.028234252,-0.292182454,0.217507243,0.303965956,-1.959224463,-0.410520625,-1.598544267,-0.360680196,1.087122946,-1.497643571,3,1
NJ TRANSIT RAIL,"Main/Bergen County Line, Port Jervis Line",RUTHERFORD,Pre-2000,40.828248,-74.10056,124,14452621,34003051300,7576,18308,6.0822402,5.6658352,3231.297656,0.41640535,38.11251912,2.459472252,7352,15282,7334,7948,0.479911006,13354,2212,0.165643253,11142,0.332409765,4439,1687,508,115,10019,9482,537,0.053598163,430374432,58538.41567,81047.60726,541683316,29587.24689,40964.13506,3823,3529,0.519994559,7576,7352,224,0.029567054,0.383051742,2902,1969,659,427,542,527,550,0.072597677,1948.971621,51.02837909,210261.3131,291110.9932,827.3967129,1145.547297,9298,0.748332975,6958,0.170681867,1587,12,493,189,29.58679286, Bergen County, New Jersey,13569957,15338,3329.17,5.239389912,8696,8217,479,0.055082797,78993,5892,515762333,87536.03751,6243,5892,351,0.05622297,2652,425596.5309,0.450101833,3240,1374.460185,7991,0.733324991,5860,5414,446,1447,0.181078714,0,201,247,30,246814,30.88649731,-0.001484633,0.018924924,0.461973408,0.278832712,-0.026655916,0.030802488,0.030288867,-0.598494167,0.080057024,-0.068014012,0.010396846,0.032051718,0.015007984,-0.509372194,-1.299704451,-0.36559182,-0.337948055,-0.842912295,-1.5150155,1.177067445,0.731995688,-1.574907983,1,3
Metra,Milwaukee West(MD-W),Franklin Park Metra,Pre-2000,41.9366667,-87.8663889,110,13306781,17031811401,8711,24456,5.1228415,5.1228415,4773.913071,0,35.08564769,2.873921476,8507,19332,8540,10792,0.441754604,15752,4416,0.280345353,11336,0.124111224,1955,520,138,13,12069,11482,587,0.048637004,400362321,47062.69202,65159.23835,460337117,18823.07479,26060.9235,6300,2207,0.740566592,8711,8507,204,0.023418666,0.747445758,6511,328,338,649,687,84,114,0.013086902,1956.084606,43.91539433,145149.3492,200962.177,608.3525147,842.2762237,11196,0.913004645,10222,0.044390854,497,37,308,107,26.30126831, Cook County, Illinois,13320192,24995,5502.416,5.142955102,13715,12480,1235,0.090047393,57011,8505,480003874,56437.84527,9107,8505,602,0.066102998,6075,172850.1235,0.714285714,2430,900.5695473,12243,0.912194724,11168,10047,1121,519,0.042391571,22,261,132,28,344598,28.14653271,-0.041410389,-0.596717548,-0.139887286,-1.392484464,-0.042684332,-0.343833538,0.152600795,-0.453107639,-0.133847376,-0.763775853,-0.001999283,-0.223237599,0.000809921,-0.74251987,-1.845264402,-0.606351833,-3.549919043,-1.572109302,-2.487763894,-1.062155149,0.063457279,-1.635566581,1,3
Maryland Transit Administration,Light Rail([L]),CULTURAL CTR,Pre-2000,39.303022,-76.620324,119,3308582,24510140200,14190,22488,1.2885444,1.2885444,17452.25077,0,31.7550338,1.716144937,12088,19528,16292,3236,0.834289226,14873,4243,0.285282055,10630,0.334969408,4982,2197,959,426,10892,9791,1101,0.101083364,247240852,20453.41264,28318.15887,426223782,18953.38767,26241.3443,1544,10544,0.12772998,14190,12088,2102,0.148132488,0.185059901,2626,681,2449,2421,875,796,4364,0.307540521,1945.20444,54.79556025,112682.3834,156011.0135,448.0784332,620.3735524,9652,0.452859511,4371,0.24772068,2391,70,2350,344,25.01377953, Baltimore city, Maryland,3306832,22655,16923.85,1.276775027,12359,11268,1091,0.08827575,32569,11962,415685719,34750.5199,14703,11962,2741,0.186424539,1931,267939.8239,0.161427855,10031,871.4972585,11102,0.507836426,5638,5058,580,2780,0.250405332,254,1943,394,27,300925,27.10547649,0.012807613,0.239306825,0.717441724,0.988247013,-0.038292052,-0.241171716,-0.030276941,-0.67048594,0.227146159,0.41041938,0.002684653,-0.12677533,-0.054976915,-1.658600529,-2.091696963,-0.715104513,0.726315561,-2.500480372,1.582630075,-0.856314514,-0.850327545,-1.650152827,2,3
MARTA,GOLD-Northeast Doraville Line(GOLD),LINDBERGH  CENTER STATION,Pre-2000,33.823617,-84.36927,82,15561803,13121009401,17157,27620,6.0470229,6.0470229,4567.536862,0,33.15775525,1.807002181,15131,25476,17041,8435,0.668904067,21572,1936,0.089745967,19636,0.612738735,13218,4933,1631,483,19516,18781,735,0.037661406,857491801,56671.19166,78462.39828,1223738618,44306.24975,61342.8889,5556,9575,0.36719318,17157,15131,2026,0.118085912,0.280002331,4804,579,720,1278,2110,1999,5658,0.329777933,1969.174448,30.82555225,287086.7729,397477.3788,896.5997911,1241.360343,18542,0.778502858,14435,0.131647072,2441,50,607,873,22.19641894, Fulton County, Georgia,12678763,30554,5521.8345,4.895297971,20292,19096,1196,0.058939484,62867,16077,1095777047,68158.0548,19017,16077,2940,0.154598517,5268,346894.4951,0.327673073,10809,1188.385049,18990,0.805160611,15290,14392,898,1620,0.085308057,29,610,1293,21,422603,22.25397578,-0.021278078,-0.286283697,-0.12725978,-1.357418928,-0.036512605,-0.199580275,0.208930473,-0.386151157,-0.131328429,-0.755582531,-0.046339015,-1.136382271,-0.026657752,-1.193569011,-0.057556836,0.182577957,-2.985016589,-2.147373326,0.571256768,-3.556273357,-0.467410235,-1.679963091,3,2
